state,county,tract,SUMLEVEL,GEO_ID,GEOCOMP,LSAD_NAME,STATE,COUNTY,COUSUB,TRACT,BLKGRP,BLOCK,PLACE,CONCIT,SLDL,SLDU,VTD,P001001,P001002,P001003,P001004,P001005,P001006,P001007,P001008,P001009,P001010,P001026,P001047,P001063,P001070,P002001,P002002,P002003,P002004,P002005,P002006,P002007,P002008,P002009,P002010,P002011,P002012,P002028,P002049,P002065,P002072,P003001,P003002,P003003,P003004,P003005,P003006,P003007,P003008,P003009,P003010,P003026,P003047,P003063,P003070,P004001,P004002,P004003,P004004,P004005,P004006,P004007,P004008,P004009,P004010,P004011,P004012,P004028,P004049,P004065,P004072,H001001,H001002,H001003
17,197,880416,140,1400000US17197880416,00,Census Tract 8804.16,17,197,,880416,,,,,,,,3122,3058,2667,174,0,45,0,172,64,59,5,0,0,0,3122,501,2621,2584,2373,168,0,41,0,2,37,32,5,0,0,0,2165,2136,1888,111,0,33,0,104,29,28,1,0,0,0,2165,295,1870,1853,1715,108,0,30,0,0,17,16,1,0,0,0,1073,1032,41
17,197,880417,140,1400000US17197880417,00,Census Tract 8804.17,17,197,,880417,,,,,,,,2590,2530,2247,123,5,71,0,84,60,58,2,0,0,0,2590,306,2284,2251,2063,121,1,63,0,3,33,31,2,0,0,0,1995,1976,1776,87,4,49,0,60,19,17,2,0,0,0,1995,198,1797,1787,1652,87,1,46,0,1,10,8,2,0,0,0,1047,1004,43
17,197,880418,140,1400000US17197880418,00,Census Tract 8804.18,17,197,,880418,,,,,,,,5374,5243,4569,236,16,153,0,269,131,116,9,0,5,1,5374,839,4535,4465,4069,235,2,151,0,8,70,62,8,0,0,0,3424,3373,2940,140,11,112,0,170,51,41,7,0,2,1,3424,491,2933,2913,2657,140,2,111,0,3,20,14,6,0,0,0,1473,1445,28
17,197,880419,140,1400000US17197880419,00,Census Tract 8804.19,17,197,,880419,,,,,,,,8983,8739,7275,593,26,277,3,565,244,239,5,0,0,0,8983,1824,7159,7034,6164,579,4,268,3,16,125,121,4,0,0,0,5547,5454,4540,361,14,182,2,355,93,91,2,0,0,0,5547,1023,4524,4484,3935,354,4,180,2,9,40,38,2,0,0,0,2542,2442,100
17,197,880420,140,1400000US17197880420,00,Census Tract 8804.20,17,197,,880420,,,,,,,,10373,10009,7964,795,42,247,1,960,364,349,13,2,0,0,10373,2707,7666,7512,6484,769,15,238,1,5,154,149,5,0,0,0,6392,6248,5016,470,27,170,1,564,144,140,3,1,0,0,6392,1480,4912,4854,4221,458,11,162,1,1,58,57,1,0,0,0,2849,2743,106
17,197,880421,140,1400000US17197880421,00,Census Tract 8804.21,17,197,,880421,,,,,,,,5732,5609,4950,296,12,208,1,142,123,112,11,0,0,0,5732,586,5146,5065,4563,286,2,208,1,5,81,71,10,0,0,0,3996,3957,3530,182,11,141,1,92,39,35,4,0,0,0,3996,347,3649,3620,3297,175,2,141,1,4,29,26,3,0,0,0,1826,1754,72
17,197,880502,140,1400000US17197880502,00,Census Tract 8805.02,17,197,,880502,,,,,,,,5075,5020,4859,27,13,35,1,85,55,55,0,0,0,0,5075,349,4726,4688,4614,27,9,35,1,2,38,38,0,0,0,0,3731,3707,3603,16,10,18,1,59,24,24,0,0,0,0,3731,207,3524,3507,3462,16,8,18,1,2,17,17,0,0,0,0,1843,1754,89
17,197,880503,140,1400000US17197880503,00,Census Tract 8805.03,17,197,,880503,,,,,,,,4368,4277,3494,386,3,202,0,192,91,83,8,0,0,0,4368,642,3726,3678,3102,370,1,202,0,3,48,42,6,0,0,0,3527,3489,2980,257,2,133,0,117,38,34,4,0,0,0,3527,383,3144,3124,2741,249,0,133,0,1,20,17,3,0,0,0,2126,2003,123
17,197,880505,140,1400000US17197880505,00,Census Tract 8805.05,17,197,,880505,,,,,,,,7900,7649,5797,488,68,282,1,1013,251,236,15,0,0,0,7900,2790,5110,4997,4228,479,10,273,1,6,113,105,8,0,0,0,5507,5385,4187,301,33,212,1,651,122,118,4,0,0,0,5507,1697,3810,3748,3235,296,4,208,1,4,62,59,3,0,0,0,2455,2345,110
17,197,880507,140,1400000US17197880507,00,Census Tract 8805.07,17,197,,880507,,,,,,,,7057,6848,3325,1597,31,887,0,1008,209,188,21,0,0,0,7057,2115,4942,4829,2367,1565,15,874,0,8,113,99,14,0,0,0,4604,4523,2290,995,17,611,0,610,81,75,6,0,0,0,4604,1261,3343,3304,1704,981,9,607,0,3,39,35,4,0,0,0,2299,2132,167
17,197,880601,140,1400000US17197880601,00,Census Tract 8806.01,17,197,,880601,,,,,,,,3104,3073,2969,18,1,26,0,59,31,31,0,0,0,0,3104,163,2941,2922,2876,18,0,26,0,2,19,19,0,0,0,0,2343,2333,2256,15,1,21,0,40,10,10,0,0,0,0,2343,99,2244,2235,2197,15,0,21,0,2,9,9,0,0,0,0,1205,1163,42
17,197,880602,140,1400000US17197880602,00,Census Tract 8806.02,17,197,,880602,,,,,,,,3542,3484,3317,41,4,22,0,100,58,54,4,0,0,0,3542,304,3238,3192,3123,40,3,22,0,4,46,42,4,0,0,0,2781,2747,2621,32,4,15,0,75,34,30,4,0,0,0,2781,198,2583,2558,2507,31,3,15,0,2,25,21,4,0,0,0,1636,1506,130
17,197,880701,140,1400000US17197880701,00,Census Tract 8807.01,17,197,,880701,,,,,,,,4344,4282,3968,109,9,67,0,129,62,58,2,2,0,0,4344,361,3983,3945,3775,98,6,63,0,3,38,34,2,2,0,0,3380,3352,3136,72,7,55,0,82,28,25,1,2,0,0,3380,229,3151,3134,3008,70,4,52,0,0,17,14,1,2,0,0,1882,1793,89
17,197,880702,140,1400000US17197880702,00,Census Tract 8807.02,17,197,,880702,,,,,,,,2795,2713,1139,1228,17,9,2,318,82,80,2,0,0,0,2795,634,2161,2112,864,1223,11,8,1,5,49,48,1,0,0,0,2026,1987,888,874,8,9,2,206,39,37,2,0,0,0,2026,403,1623,1602,715,874,4,8,1,0,21,20,1,0,0,0,1045,928,117
17,197,880901,140,1400000US17197880901,00,Census Tract 8809.01,17,197,,880901,,,,,,,,6240,6149,5223,355,14,153,2,402,91,89,2,0,0,0,6240,1007,5233,5185,4677,348,10,143,2,5,48,46,2,0,0,0,5019,4989,4362,261,11,105,1,249,30,30,0,0,0,0,5019,623,4396,4384,4016,258,8,98,1,3,12,12,0,0,0,0,2681,2558,123
17,197,880903,140,1400000US17197880903,00,Census Tract 8809.03,17,197,,880903,,,,,,,,2682,2608,1939,475,7,52,1,134,74,70,4,0,0,0,2682,472,2210,2173,1650,466,2,52,1,2,37,37,0,0,0,0,2140,2101,1624,334,6,45,1,91,39,38,1,0,0,0,2140,303,1837,1817,1437,330,2,45,1,2,20,20,0,0,0,0,1449,1348,101
17,197,880905,140,1400000US17197880905,00,Census Tract 8809.05,17,197,,880905,,,,,,,,2697,2621,2343,108,13,8,1,148,76,72,4,0,0,0,2697,514,2183,2147,2028,105,5,6,1,2,36,34,2,0,0,0,2064,2030,1851,70,11,7,0,91,34,33,1,0,0,0,2064,311,1753,1737,1657,68,5,6,0,1,16,15,1,0,0,0,1076,1024,52
17,197,881001,140,1400000US17197881001,00,Census Tract 8810.01,17,197,,881001,,,,,,,,5052,5013,4864,25,4,70,0,50,39,38,1,0,0,0,5052,292,4760,4729,4632,25,1,69,0,2,31,31,0,0,0,0,3773,3755,3662,18,0,47,0,28,18,17,1,0,0,0,3773,182,3591,3575,3511,18,0,46,0,0,16,16,0,0,0,0,1816,1738,78
17,197,881002,140,1400000US17197881002,00,Census Tract 8810.02,17,197,,881002,,,,,,,,5231,5189,5093,16,2,44,3,31,42,42,0,0,0,0,5231,237,4994,4968,4902,16,2,44,2,2,26,26,0,0,0,0,3841,3812,3751,5,1,31,3,21,29,29,0,0,0,0,3841,147,3694,3674,3633,5,1,31,2,2,20,20,0,0,0,0,1841,1783,58
17,197,881005,140,1400000US17197881005,00,Census Tract 8810.05,17,197,,881005,,,,,,,,3606,3574,3392,22,4,97,0,59,32,32,0,0,0,0,3606,197,3409,3377,3244,22,4,96,0,11,32,32,0,0,0,0,2815,2795,2653,13,4,81,0,44,20,20,0,0,0,0,2815,140,2675,2655,2548,13,4,81,0,9,20,20,0,0,0,0,1246,1217,29
17,197,881006,140,1400000US17197881006,00,Census Tract 8810.06,17,197,,881006,,,,,,,,2425,2405,2299,6,1,53,0,46,20,20,0,0,0,0,2425,177,2248,2235,2166,5,0,53,0,11,13,13,0,0,0,0,1868,1855,1774,6,0,46,0,29,13,13,0,0,0,0,1868,115,1753,1744,1689,5,0,46,0,4,9,9,0,0,0,0,881,823,58
17,197,881007,140,1400000US17197881007,00,Census Tract 8810.07,17,197,,881007,,,,,,,,5478,5395,5164,66,11,88,1,65,83,78,5,0,0,0,5478,317,5161,5089,4922,65,11,88,1,2,72,67,5,0,0,0,3837,3803,3645,44,5,67,1,41,34,32,2,0,0,0,3837,173,3664,3636,3517,44,5,67,1,2,28,26,2,0,0,0,1785,1699,86
17,197,881009,140,1400000US17197881009,00,Census Tract 8810.09,17,197,,881009,,,,,,,,7101,7009,6728,55,12,88,5,121,92,90,2,0,0,0,7101,568,6533,6470,6313,47,11,88,5,6,63,61,2,0,0,0,4754,4717,4530,45,8,62,2,70,37,35,2,0,0,0,4754,325,4429,4406,4294,37,7,62,2,4,23,21,2,0,0,0,2393,2329,64
17,197,881010,140,1400000US17197881010,00,Census Tract 8810.10,17,197,,881010,,,,,,,,3750,3707,3480,50,4,108,1,64,43,43,0,0,0,0,3750,352,3398,3369,3208,49,4,106,0,2,29,29,0,0,0,0,2636,2623,2469,33,2,76,1,42,13,13,0,0,0,0,2636,197,2439,2430,2319,33,2,74,0,2,9,9,0,0,0,0,1298,1251,47
17,197,881011,140,1400000US17197881011,00,Census Tract 8810.11,17,197,,881011,,,,,,,,3389,3330,3221,7,1,62,1,38,59,55,4,0,0,0,3389,170,3219,3168,3092,7,0,62,1,6,51,47,4,0,0,0,2539,2510,2427,7,1,47,1,27,29,25,4,0,0,0,2539,115,2424,2396,2339,7,0,47,1,2,28,24,4,0,0,0,1181,1137,44
17,197,881012,140,1400000US17197881012,00,Census Tract 8810.12,17,197,,881012,,,,,,,,3027,2985,2857,20,0,85,0,23,42,41,1,0,0,0,3027,135,2892,2853,2747,17,0,85,0,4,39,38,1,0,0,0,2287,2267,2173,14,0,64,0,16,20,19,1,0,0,0,2287,94,2193,2174,2097,12,0,64,0,1,19,18,1,0,0,0,977,956,21
17,197,881105,140,1400000US17197881105,00,Census Tract 8811.05,17,197,,881105,,,,,,,,6153,6088,5880,43,8,85,0,72,65,57,3,5,0,0,6153,292,5861,5820,5682,43,8,84,0,3,41,35,1,5,0,0,4464,4437,4306,29,6,53,0,43,27,22,1,4,0,0,4464,170,4294,4272,4183,29,6,53,0,1,22,18,0,4,0,0,2040,1971,69
17,197,881107,140,1400000US17197881107,00,Census Tract 8811.07,17,197,,881107,,,,,,,,3143,3107,3040,19,1,13,0,34,36,30,6,0,0,0,3143,145,2998,2971,2940,17,1,13,0,0,27,21,6,0,0,0,2378,2364,2319,14,1,10,0,20,14,12,2,0,0,0,2378,91,2287,2279,2255,13,1,10,0,0,8,6,2,0,0,0,1192,1152,40
17,197,881108,140,1400000US17197881108,00,Census Tract 8811.08,17,197,,881108,,,,,,,,6657,6562,6213,147,24,49,0,129,95,91,4,0,0,0,6657,528,6129,6059,5857,140,12,49,0,1,70,67,3,0,0,0,4650,4606,4383,96,14,34,0,79,44,42,2,0,0,0,4650,293,4357,4326,4191,94,6,34,0,1,31,30,1,0,0,0,2216,2160,56
17,197,881109,140,1400000US17197881109,00,Census Tract 8811.09,17,197,,881109,,,,,,,,4361,4310,4196,33,7,28,0,46,51,51,0,0,0,0,4361,262,4099,4061,3993,33,6,28,0,1,38,38,0,0,0,0,2988,2965,2893,23,4,16,0,29,23,23,0,0,0,0,2988,141,2847,2830,2787,23,3,16,0,1,17,17,0,0,0,0,1446,1401,45
17,197,881111,140,1400000US17197881111,00,Census Tract 8811.11,17,197,,881111,,,,,,,,3173,3145,3084,18,11,15,0,17,28,28,0,0,0,0,3173,111,3062,3039,3003,17,4,15,0,0,23,23,0,0,0,0,2467,2457,2408,12,10,12,0,15,10,10,0,0,0,0,2467,68,2399,2390,2362,12,4,12,0,0,9,9,0,0,0,0,1289,1232,57
17,197,881112,140,1400000US17197881112,00,Census Tract 8811.12,17,197,,881112,,,,,,,,5113,5049,4958,13,2,29,1,46,64,59,5,0,0,0,5113,338,4775,4728,4685,13,1,27,1,1,47,42,5,0,0,0,3419,3401,3332,7,2,24,1,35,18,18,0,0,0,0,3419,189,3230,3218,3185,7,1,23,1,1,12,12,0,0,0,0,1684,1631,53
17,197,881113,140,1400000US17197881113,00,Census Tract 8811.13,17,197,,881113,,,,,,,,3719,3685,3628,22,9,7,0,19,34,33,1,0,0,0,3719,179,3540,3511,3475,22,6,7,0,1,29,28,1,0,0,0,2694,2674,2638,11,6,4,0,15,20,20,0,0,0,0,2694,114,2580,2565,2546,11,3,4,0,1,15,15,0,0,0,0,1219,1187,32
17,197,881115,140,1400000US17197881115,00,Census Tract 8811.15,17,197,,881115,,,,,,,,4027,3976,3844,29,16,37,0,50,51,50,1,0,0,0,4027,248,3779,3748,3677,28,9,34,0,0,31,30,1,0,0,0,2793,2770,2694,17,6,19,0,34,23,23,0,0,0,0,2793,130,2663,2650,2612,17,3,18,0,0,13,13,0,0,0,0,1381,1344,37
17,197,881116,140,1400000US17197881116,00,Census Tract 8811.16,17,197,,881116,,,,,,,,3924,3886,3807,15,3,41,0,20,38,38,0,0,0,0,3924,151,3773,3743,3680,15,2,41,0,5,30,30,0,0,0,0,2712,2698,2642,12,3,28,0,13,14,14,0,0,0,0,2712,100,2612,2602,2558,12,2,28,0,2,10,10,0,0,0,0,1254,1234,20
17,197,881200,140,1400000US17197881200,00,Census Tract 8812,17,197,,881200,,,,,,,,4837,4716,1210,2870,8,7,0,621,121,118,3,0,0,0,4837,1264,3573,3510,650,2837,7,6,0,10,63,60,3,0,0,0,3175,3127,913,1826,3,7,0,378,48,47,1,0,0,0,3175,776,2399,2377,553,1813,2,6,0,3,22,21,1,0,0,0,1628,1505,123
17,197,881301,140,1400000US17197881301,00,Census Tract 8813.01,17,197,,881301,,,,,,,,3404,3283,1768,199,12,1,0,1303,121,117,4,0,0,0,3404,3030,374,360,176,178,1,1,0,4,14,14,0,0,0,0,2245,2178,1174,152,9,1,0,842,67,65,2,0,0,0,2245,1941,304,295,150,141,1,1,0,2,9,9,0,0,0,0,926,867,59
17,197,881302,140,1400000US17197881302,00,Census Tract 8813.02,17,197,,881302,,,,,,,,1818,1709,927,129,7,9,0,637,109,109,0,0,0,0,1818,1582,236,233,117,111,3,2,0,0,3,3,0,0,0,0,1253,1187,670,93,3,8,0,413,66,66,0,0,0,0,1253,1059,194,192,101,87,2,2,0,0,2,2,0,0,0,0,518,482,36
17,197,881401,140,1400000US17197881401,00,Census Tract 8814.01,17,197,,881401,,,,,,,,3259,3135,2153,254,12,20,0,696,124,120,4,0,0,0,3259,1378,1881,1812,1544,243,5,20,0,0,69,67,2,0,0,0,2301,2250,1652,153,9,18,0,418,51,50,1,0,0,0,2301,800,1501,1476,1306,149,3,18,0,0,25,24,1,0,0,0,1267,1144,123
17,197,881402,140,1400000US17197881402,00,Census Tract 8814.02,17,197,,881402,,,,,,,,3104,3009,2421,243,3,38,1,303,95,91,3,1,0,0,3104,681,2423,2373,2089,239,3,38,1,3,50,48,2,0,0,0,2386,2344,1965,164,3,31,1,180,42,38,3,1,0,0,2386,418,1968,1948,1750,162,3,31,1,1,20,18,2,0,0,0,1310,1260,50
17,197,881500,140,1400000US17197881500,00,Census Tract 8815,17,197,,881500,,,,,,,,3284,3222,2692,165,11,38,0,316,62,62,0,0,0,0,3284,688,2596,2565,2363,163,1,38,0,0,31,31,0,0,0,0,2475,2454,2141,86,6,26,0,195,21,21,0,0,0,0,2475,401,2074,2064,1951,86,1,26,0,0,10,10,0,0,0,0,1252,1190,62
17,197,881601,140,1400000US17197881601,00,Census Tract 8816.01,17,197,,881601,,,,,,,,1800,1767,1530,125,1,22,2,87,33,30,2,1,0,0,1800,226,1574,1562,1415,121,1,20,2,3,12,10,1,1,0,0,1499,1486,1300,101,1,22,2,60,13,12,1,0,0,0,1499,141,1358,1349,1226,97,1,20,2,3,9,8,1,0,0,0,837,817,20
17,197,881603,140,1400000US17197881603,00,Census Tract 8816.03,17,197,,881603,,,,,,,,3301,3208,1540,1286,0,60,0,322,93,86,7,0,0,0,3301,749,2552,2510,1178,1271,0,53,0,8,42,40,2,0,0,0,2372,2328,1196,902,0,45,0,185,44,42,2,0,0,0,2372,443,1929,1905,966,892,0,43,0,4,24,22,2,0,0,0,1441,1370,71
17,197,881604,140,1400000US17197881604,00,Census Tract 8816.04,17,197,,881604,,,,,,,,2586,2513,1411,892,5,71,0,134,73,71,2,0,0,0,2586,365,2221,2177,1219,879,4,68,0,7,44,44,0,0,0,0,1975,1946,1151,642,5,57,0,91,29,27,2,0,0,0,1975,226,1749,1734,1035,637,4,56,0,2,15,15,0,0,0,0,1194,1125,69
17,197,881700,140,1400000US17197881700,00,Census Tract 8817,17,197,,881700,,,,,,,,3421,3360,3078,111,5,45,0,121,61,54,6,0,1,0,3421,390,3031,2997,2831,110,3,45,0,8,34,30,3,0,1,0,2688,2661,2465,81,5,29,0,81,27,23,3,0,1,0,2688,241,2447,2429,2313,81,3,29,0,3,18,15,2,0,1,0,1461,1410,51
17,197,881800,140,1400000US17197881800,00,Census Tract 8818,17,197,,881800,,,,,,,,4049,3895,2614,497,13,56,1,714,154,150,4,0,0,0,4049,1784,2265,2207,1656,487,7,53,1,3,58,55,3,0,0,0,2857,2785,1959,336,12,45,1,432,72,71,1,0,0,0,2857,1082,1775,1751,1368,329,7,44,1,2,24,23,1,0,0,0,1465,1320,145
17,197,881900,140,1400000US17197881900,00,Census Tract 8819,17,197,,881900,,,,,,,,3896,3750,1395,1694,14,38,1,608,146,140,6,0,0,0,3896,1437,2459,2384,677,1657,10,36,1,3,75,69,6,0,0,0,2556,2485,1058,998,9,34,1,385,71,68,3,0,0,0,2556,911,1645,1614,592,981,7,32,1,1,31,28,3,0,0,0,1649,1479,170
17,197,882000,140,1400000US17197882000,00,Census Tract 8820,17,197,,882000,,,,,,,,3472,3399,1065,1497,17,10,1,809,73,67,6,0,0,0,3472,1417,2055,2020,536,1462,6,10,1,5,35,31,4,0,0,0,2577,2541,835,1130,14,10,1,551,36,35,1,0,0,0,2577,929,1648,1632,496,1116,6,10,1,3,16,16,0,0,0,0,1153,962,191
17,197,882100,140,1400000US17197882100,00,Census Tract 8821,17,197,,882100,,,,,,,,2929,2840,1623,325,7,3,3,879,89,89,0,0,0,0,2929,2429,500,493,183,307,2,1,0,0,7,7,0,0,0,0,2005,1948,1105,224,7,3,2,607,57,57,0,0,0,0,2005,1629,376,372,155,214,2,1,0,0,4,4,0,0,0,0,749,708,41
17,197,882200,140,1400000US17197882200,00,Census Tract 8822,17,197,,882200,,,,,,,,4624,4424,2823,427,21,8,0,1145,200,191,9,0,0,0,4624,2759,1865,1813,1381,410,12,8,0,2,52,51,1,0,0,0,3098,3008,2006,299,10,7,0,686,90,84,6,0,0,0,3098,1631,1467,1448,1140,293,7,7,0,1,19,18,1,0,0,0,1479,1350,129
17,197,882300,140,1400000US17197882300,00,Census Tract 8823,17,197,,882300,,,,,,,,4259,4119,3100,446,38,17,0,518,140,136,4,0,0,0,4259,1484,2775,2723,2247,446,16,12,0,2,52,51,1,0,0,0,3101,3034,2381,303,21,11,0,318,67,63,4,0,0,0,3101,887,2214,2194,1872,303,11,8,0,0,20,19,1,0,0,0,1682,1541,141
17,197,882400,140,1400000US17197882400,00,Census Tract 8824,17,197,,882400,,,,,,,,3541,3430,1189,1539,20,4,0,678,111,109,2,0,0,0,3541,1752,1789,1755,266,1481,3,1,0,4,34,34,0,0,0,0,2364,2301,781,1065,11,4,0,440,63,61,2,0,0,0,2364,1080,1284,1267,219,1041,2,1,0,4,17,17,0,0,0,0,1071,949,122
17,197,882500,140,1400000US17197882500,00,Census Tract 8825,17,197,,882500,,,,,,,,2370,2300,432,1680,14,3,1,170,70,63,7,0,0,0,2370,560,1810,1775,113,1650,6,3,0,3,35,34,1,0,0,0,1525,1495,273,1095,12,3,1,111,30,27,3,0,0,0,1525,331,1194,1178,90,1080,5,3,0,0,16,15,1,0,0,0,814,690,124
17,197,882601,140,1400000US17197882601,00,Census Tract 8826.01,17,197,,882601,,,,,,,,3087,2968,2353,297,11,18,5,284,119,109,10,0,0,0,3087,858,2229,2192,1888,281,1,18,0,4,37,36,1,0,0,0,2251,2197,1813,191,6,14,4,169,54,49,5,0,0,0,2251,506,1745,1734,1535,184,1,14,0,0,11,10,1,0,0,0,1181,1119,62
17,197,882602,140,1400000US17197882602,00,Census Tract 8826.02,17,197,,882602,,,,,,,,2931,2796,1455,643,7,18,0,673,135,130,5,0,0,0,2931,1361,1570,1494,838,631,3,18,0,4,76,71,5,0,0,0,1892,1840,1022,403,5,17,0,393,52,49,3,0,0,0,1892,779,1113,1088,665,400,3,17,0,3,25,22,3,0,0,0,966,865,101
17,197,882701,140,1400000US17197882701,00,Census Tract 8827.01,17,197,,882701,,,,,,,,2380,2316,1873,150,9,25,0,259,64,61,3,0,0,0,2380,566,1814,1777,1596,145,8,24,0,4,37,35,2,0,0,0,1772,1742,1460,106,5,16,0,155,30,30,0,0,0,0,1772,351,1421,1406,1282,104,4,15,0,1,15,15,0,0,0,0,952,905,47
17,197,882702,140,1400000US17197882702,00,Census Tract 8827.02,17,197,,882702,,,,,,,,3075,2928,1815,743,10,37,2,321,147,133,14,0,0,0,3075,752,2323,2241,1489,711,6,33,0,2,82,71,11,0,0,0,2232,2181,1447,484,8,29,1,212,51,45,6,0,0,0,2232,468,1764,1736,1232,470,6,27,0,1,28,23,5,0,0,0,1175,1044,131
17,197,882801,140,1400000US17197882801,00,Census Tract 8828.01,17,197,,882801,,,,,,,,2633,2576,1989,284,8,82,0,213,57,55,2,0,0,0,2633,592,2041,2001,1630,282,5,82,0,2,40,38,2,0,0,0,2146,2120,1672,231,6,74,0,137,26,24,2,0,0,0,2146,365,1781,1765,1457,229,5,74,0,0,16,14,2,0,0,0,1272,1171,101
17,197,882802,140,1400000US17197882802,00,Census Tract 8828.02,17,197,,882802,,,,,,,,3033,2935,1741,790,11,51,4,338,98,95,2,1,0,0,3033,594,2439,2375,1533,783,3,51,4,1,64,61,2,1,0,0,2350,2315,1491,562,9,44,3,206,35,33,1,1,0,0,2350,371,1979,1953,1346,556,3,44,3,1,26,24,1,1,0,0,1200,1110,90
17,197,882900,140,1400000US17197882900,00,Census Tract 8829,17,197,,882900,,,,,,,,2361,2249,1822,107,13,12,0,295,112,109,3,0,0,0,2361,792,1569,1557,1436,100,8,12,0,1,12,12,0,0,0,0,1733,1669,1411,68,7,8,0,175,64,62,2,0,0,0,1733,459,1274,1265,1186,66,5,8,0,0,9,9,0,0,0,0,1017,950,67
17,197,883000,140,1400000US17197883000,00,Census Tract 8830,17,197,,883000,,,,,,,,3697,3626,1898,1380,7,27,3,311,71,71,0,0,0,0,3697,825,2872,2819,1421,1364,4,21,3,6,53,53,0,0,0,0,2909,2875,1599,1056,6,25,3,186,34,34,0,0,0,0,2909,516,2393,2368,1292,1046,4,20,3,3,25,25,0,0,0,0,1336,1224,112
17,197,883100,140,1400000US17197883100,00,Census Tract 8831,17,197,,883100,,,,,,,,4247,4109,1586,2289,19,8,0,207,138,129,9,0,0,0,4247,648,3599,3507,1208,2275,12,8,0,4,92,84,8,0,0,0,3097,3040,1265,1628,14,8,0,125,57,52,5,0,0,0,3097,377,2720,2682,1043,1620,9,8,0,2,38,34,4,0,0,0,1622,1509,113
17,197,883206,140,1400000US17197883206,00,Census Tract 8832.06,17,197,,883206,,,,,,,,4396,4266,3412,460,11,77,0,306,130,117,11,2,0,0,4396,672,3724,3653,3119,452,2,73,0,7,71,65,6,0,0,0,3411,3357,2750,347,5,60,0,195,54,45,7,2,0,0,3411,416,2995,2967,2565,341,1,57,0,3,28,25,3,0,0,0,1830,1759,71
17,197,883208,140,1400000US17197883208,00,Census Tract 8832.08,17,197,,883208,,,,,,,,3106,2971,2222,522,7,47,0,173,135,134,1,0,0,0,3106,414,2692,2607,2044,513,3,45,0,2,85,84,1,0,0,0,2415,2369,1865,350,6,33,0,115,46,45,1,0,0,0,2415,256,2159,2133,1749,346,3,33,0,2,26,25,1,0,0,0,1457,1364,93
17,197,883209,140,1400000US17197883209,00,Census Tract 8832.09,17,197,,883209,,,,,,,,3090,3018,2652,192,7,54,0,113,72,67,5,0,0,0,3090,372,2718,2673,2424,192,5,52,0,0,45,42,3,0,0,0,2315,2289,2047,121,3,43,0,75,26,25,1,0,0,0,2315,227,2088,2073,1907,121,3,42,0,0,15,14,1,0,0,0,1174,1087,87
17,197,883210,140,1400000US17197883210,00,Census Tract 8832.10,17,197,,883210,,,,,,,,2654,2616,2319,177,9,52,0,59,38,30,8,0,0,0,2654,168,2486,2458,2218,174,9,52,0,5,28,20,8,0,0,0,2218,2204,1975,134,9,49,0,37,14,12,2,0,0,0,2218,104,2114,2104,1913,132,9,49,0,1,10,8,2,0,0,0,1394,1330,64
17,197,883211,140,1400000US17197883211,00,Census Tract 8832.11,17,197,,883211,,,,,,,,6193,6053,4319,1147,11,126,0,450,140,130,10,0,0,0,6193,989,5204,5125,3860,1134,8,122,0,1,79,70,9,0,0,0,4453,4394,3242,770,8,99,0,275,59,54,5,0,0,0,4453,578,3875,3840,2972,763,7,97,0,1,35,31,4,0,0,0,2353,2113,240
17,197,883212,140,1400000US17197883212,00,Census Tract 8832.12,17,197,,883212,,,,,,,,5393,5313,4793,317,18,69,6,110,80,78,2,0,0,0,5393,482,4911,4842,4457,305,7,62,6,5,69,67,2,0,0,0,3705,3682,3342,207,13,49,5,66,23,21,2,0,0,0,3705,285,3420,3402,3143,199,6,47,5,2,18,16,2,0,0,0,1840,1778,62
17,197,883213,140,1400000US17197883213,00,Census Tract 8832.13,17,197,,883213,,,,,,,,5519,5426,5069,192,7,69,1,88,93,82,11,0,0,0,5519,364,5155,5087,4809,191,6,69,1,11,68,58,10,0,0,0,4274,4234,3960,148,5,58,0,63,40,37,3,0,0,0,4274,231,4043,4012,3793,148,5,58,0,8,31,28,3,0,0,0,2182,2107,75
17,197,883214,140,1400000US17197883214,00,Census Tract 8832.14,17,197,,883214,,,,,,,,2405,2370,2113,120,7,60,0,70,35,35,0,0,0,0,2405,258,2147,2122,1938,119,5,60,0,0,25,25,0,0,0,0,1856,1837,1661,91,4,40,0,41,19,19,0,0,0,0,1856,168,1688,1675,1543,90,2,40,0,0,13,13,0,0,0,0,994,959,35
17,197,883215,140,1400000US17197883215,00,Census Tract 8832.15,17,197,,883215,,,,,,,,10210,9933,7702,742,31,290,3,1165,277,261,13,3,0,0,10210,2660,7550,7386,6328,731,16,289,3,19,164,153,8,3,0,0,6622,6494,5117,475,19,214,3,666,128,122,5,1,0,0,6622,1501,5121,5050,4344,472,11,213,3,7,71,66,4,1,0,0,3234,3068,166
17,197,883216,140,1400000US17197883216,00,Census Tract 8832.16,17,197,,883216,,,,,,,,3025,2981,2733,138,2,26,0,82,44,44,0,0,0,0,3025,347,2678,2661,2497,136,2,26,0,0,17,17,0,0,0,0,2310,2293,2112,97,2,23,0,59,17,17,0,0,0,0,2310,209,2101,2093,1971,97,2,23,0,0,8,8,0,0,0,0,1064,1037,27
